task,repo,n,npass,p,v,keep,gt_class,gt_rank
numpy:48ee0b25f07bd770c5fe5d328463505f535b4d1d,numpy,24,0,0.0000,0.0000,0,dead,2960
numpy:f17f229a4a5def56282df4a7e51461c9374385d8,numpy,24,0,0.0000,0.0000,0,dead,2961
numpy:e1968acbedfb312b47993ac2869a5f544383195b,numpy,24,0,0.0000,0.0000,0,dead,2962
numpy:6f5638a4913b077964d024b1d033b0333f3c0a71,numpy,24,0,0.0000,0.0000,0,dead,2963
numpy:e36d7cab82570b82df3ff0dbc1fc066ae1632768,numpy,24,0,0.0000,0.0000,0,dead,2964
numpy:5cbb982c8525d4f32a3e3cd5a766fab8a6331220,numpy,24,0,0.0000,0.0000,0,dead,2965
numpy:ccc2427f8f3d5d7605c822b6143cfbc8058c0f3c,numpy,24,0,0.0000,0.0000,0,dead,2966
numpy:68563e997aab1208c71efec5698c24214d840cda,numpy,24,0,0.0000,0.0000,0,dead,2967
numpy:54224f4e88036a8cd02c1306f2c1a5f655e41e3a,numpy,24,0,0.0000,0.0000,0,dead,2968
numpy:c73865c057d25c64cf434adfebc38b2e289bdf7c,numpy,24,0,0.0000,0.0000,0,dead,2969
numpy:1493023518f956bec74a9f5113d83510c28f44c7,numpy,24,0,0.0000,0.0000,0,dead,2970
numpy:96684909b41c240a5ad8039393720d8bd9fc5ece,numpy,24,0,0.0000,0.0000,0,dead,2971
numpy:a1137318a00966e018c0dd048890e8efdde6f436,numpy,24,0,0.0000,0.0000,0,dead,2972
numpy:d8d7c2528b99094358a57e53bb7a67bcacb679ae,numpy,24,0,0.0000,0.0000,0,dead,2973
numpy:e6a7e05753f8a5f56de9653bfecd85a22f53d7c6,numpy,24,0,0.0000,0.0000,0,dead,2974
numpy:af8dda19fad8cf736bd042ed7aae65d1e8c8553e,numpy,24,0,0.0000,0.0000,0,dead,2975
numpy:d69d51c0d26fef3f8914aaa3d9af21348fe7a043,numpy,24,0,0.0000,0.0000,0,dead,2976
numpy:5856c486ac5dd62a6ac9b2a861aa86802e6e0edd,numpy,24,0,0.0000,0.0000,0,dead,2977
numpy:0210cca2e10199dabc81b64fca2085ab62645b7f,numpy,24,0,0.0000,0.0000,0,dead,2978
numpy:004a6c14e3ac4855dabfff91a56d35bc5a67266a,numpy,24,0,0.0000,0.0000,0,dead,2979
numpy:2498b74420074dffa3a062ab7fc69dfeb88a5050,numpy,24,0,0.0000,0.0000,0,dead,2980
numpy:54811204a63c2606e89c4f053c4b9a7215207079,numpy,24,0,0.0000,0.0000,0,dead,2981
numpy:9106adfba085e93bf066d47e2da47b47839c8e08,numpy,24,0,0.0000,0.0000,0,dead,2982
numpy:c875b1391286a982c958d349d58eb720eb081069,numpy,24,0,0.0000,0.0000,0,dead,2983
numpy:6386fdb247a409f757fed3ab7026585fd0d2aa3d,numpy,24,0,0.0000,0.0000,0,dead,2984
numpy:a483acce85e6a35a5da0f46aeddd05b33f6d612c,numpy,24,0,0.0000,0.0000,0,dead,2985
numpy:03f3789efe4da2c56d2841ed027ef6735ca2f11b,numpy,24,0,0.0000,0.0000,0,dead,2986
numpy:d2f63f27bfcd14224fd33cd0819cd7ca1378cc2a,numpy,24,0,0.0000,0.0000,0,dead,2987
numpy:b9fb9862627e40fc5c4aef9a841c407c79dc6c3f,numpy,24,0,0.0000,0.0000,0,dead,2988
numpy:66156a049aa833a06e6747dbe88676a61e034e8d,numpy,24,0,0.0000,0.0000,0,dead,2989
numpy:7d2c9d1b32a2d76d28453705e6f8b589d7e273d7,numpy,24,0,0.0000,0.0000,0,dead,2990
numpy:0091499ec28cd9ceb30cd94c0e40191570b6fec6,numpy,16,0,0.0000,0.0000,0,dead,2991
numpy:22f2dc50fdd305a3b6da91b9efdf40a67a58a1e8,numpy,16,0,0.0000,0.0000,0,dead,2992
numpy:8a31abccb1928d3ca1e669e105020f3a21dfb1a8,numpy,24,0,0.0000,0.0000,0,dead,2993
numpy:a699f2879ab3836fe6d1619c518c85956a3075c1,numpy,24,0,0.0000,0.0000,0,dead,2994
numpy:61d2a445881f80b52bc9facdbd4f58f6e74c637b,numpy,24,0,0.0000,0.0000,0,dead,2995
numpy:02355b4ce4cb3af39765683ddc3f83035a382af5,numpy,16,0,0.0000,0.0000,0,dead,2996
numpy:0225771c13e2cf54dc3dd1ff4d39af6a78fde9d8,numpy,16,0,0.0000,0.0000,0,dead,2997
numpy:8bac6eed123c68560ffdb5d7f7093ad4015a9d85,numpy,16,0,0.0000,0.0000,0,dead,2998
numpy:ad48eaa76403798c298c2761e53e1e43008ab1b1,numpy,24,0,0.0000,0.0000,0,dead,2999
numpy:c3a887e55e0a14e3a31460e7a79e5f7f965fea68,numpy,24,0,0.0000,0.0000,0,dead,3000
numpy:087619a78dedb3f491654d727d279c1dcb4fb480,numpy,24,0,0.0000,0.0000,0,dead,3001
numpy:a525da81de28b7fc46f07fee8af345bcb94422d3,numpy,24,0,0.0000,0.0000,0,dead,3002
numpy:7744de5cb61f279a05f5a8b139e5a8a58b4d8c98,numpy,24,0,0.0000,0.0000,0,dead,3003
numpy:4b1d5cbf24174b1ed96824e706f74c84841633bc,numpy,24,0,0.0000,0.0000,0,dead,3004
numpy:9b152aaaf3abd0f98b7a88ed66df7518a6a6c85b,numpy,24,0,0.0000,0.0000,0,dead,3005
numpy:a0c5f64f4f1a7f6ee80dc9b95aa813df28a87d72,numpy,24,0,0.0000,0.0000,0,dead,3006
numpy:d2d1dd5accbd6bbd5a2d8f3fac0dbfc6fb9b4e18,numpy,24,0,0.0000,0.0000,0,dead,3007
numpy:11a316e1f5f7f8130bbd8184b1b0c46bccab01a5,numpy,24,0,0.0000,0.0000,0,dead,3008
numpy:0ac02d3819157a9c64b78157428336200632cff8,numpy,24,0,0.0000,0.0000,0,dead,3009
numpy:2d229ef2bbd4d65b03e62c6e3aa7396034ffd218,numpy,24,0,0.0000,0.0000,0,dead,3010
numpy:62bb0cb9681f638b56dc29b970228cb36c2104b6,numpy,24,0,0.0000,0.0000,0,dead,3011
numpy:7ef6b65fa960fcedcef8a27b1c3ef8c67ebb2078,numpy,24,0,0.0000,0.0000,0,dead,3012
numpy:0655cb9e24cff97642c70a98c5258bcbe7a6c3d3,numpy,24,0,0.0000,0.0000,0,dead,3013
numpy:2dd9125bad6d5b78a2d10620f76b3906860a526d,numpy,24,0,0.0000,0.0000,0,dead,3014
numpy:af6cb03920f3ae62cb8a8c871edeccbcd8609955,numpy,24,0,0.0000,0.0000,0,dead,3015
numpy:8b6effadd7836f7e80f0f3e7dd9dd43d20ad1590,numpy,24,0,0.0000,0.0000,0,dead,3016
numpy:2bfec2c0dd92958694e6d736530ae6333d7d62d7,numpy,24,0,0.0000,0.0000,0,dead,3017
numpy:d2d589703d5ee743251fbc6ea045f28e1c5e9e71,numpy,24,0,0.0000,0.0000,0,dead,3018
numpy:ad8afe82e7b7643607a348c0e02b45c9131c6a06,numpy,24,0,0.0000,0.0000,0,dead,3019
numpy:a802f7366e46726a90e07f1329502e38f09544a4,numpy,24,0,0.0000,0.0000,0,dead,3020
numpy:d1dada15f60c3de9aa35eb58cc4ed41c3ebf21c4,numpy,24,0,0.0000,0.0000,0,dead,3021
numpy:11cdc3d7e3c2b0226d98578ee6e4b7877459c498,numpy,8,0,0.0000,0.0000,0,dead,3022
numpy:f4be1039d6fe3e4fdc157a22e8c071ac10651997,numpy,16,0,0.0000,0.0000,0,dead,3023
numpy:541fd509c24e9d3f94b478b3d09c8ac1b0c0d207,numpy,16,0,0.0000,0.0000,0,dead,3024
numpy:c4f1dec9ff47134840109fa719719a73a9ca79be,numpy,16,0,0.0000,0.0000,0,dead,3025
numpy:ff12de3f3dead7f522ab5a1076fcef4fbbdf3314,numpy,16,0,0.0000,0.0000,0,dead,3026
numpy:2540554039db9151edeaf360a0f54b39b5c815ba,numpy,16,0,0.0000,0.0000,0,dead,3027
numpy:6e699948c2b6098ec1a6e135241bc24e4df9a4d1,numpy,16,0,0.0000,0.0000,0,dead,3028
numpy:d805e9b66228e68a0eb14d901cd350159c49af18,numpy,8,0,0.0000,0.0000,0,dead,3029
numpy:5992098524c9f36288093ef3298d44343735842e,numpy,16,0,0.0000,0.0000,0,dead,3030
numpy:46d2e8356760e7549d0c80da9fe232177924183c,numpy,16,0,0.0000,0.0000,0,dead,3031
numpy:a95aae3acac02e9c8b17e9cb3e460c26e2eba0ae,numpy,16,0,0.0000,0.0000,0,dead,3032
numpy:7b0252c1a49ad8627bb58eb8095541e19aea5239,numpy,16,0,0.0000,0.0000,0,dead,3033
numpy:b6bbd74bc1158a59eaa0c2e20fe2f66c52f07fb6,numpy,16,0,0.0000,0.0000,0,dead,3034
numpy:7a9e3d9535ac4cdd7b815d23416f36c3f979fc99,numpy,16,0,0.0000,0.0000,0,dead,3035
numpy:20d2f8216a5384419f4b609772f4691fabb2cebf,numpy,16,0,0.0000,0.0000,0,dead,3036
numpy:c37befb43ae9477a5e0ff1faeb5aa493a135805b,numpy,16,0,0.0000,0.0000,0,dead,3037
numpy:1cdc9a8f72e41c21c44187701d74133d8ee58412,numpy,16,0,0.0000,0.0000,0,dead,3038
numpy:1122303c1834eff71f9441901d1e85e74f200f93,numpy,16,0,0.0000,0.0000,0,dead,3039
numpy:36f481ba4f1610cc8ac3e04d73d253e0c0231b58,numpy,24,0,0.0000,0.0000,0,dead,3040
numpy:42a5bddc937ef02175d52a3ab3b3da6229e1ecb2,numpy,24,0,0.0000,0.0000,0,dead,3041
numpy:7698f9dbce84aca177787cb88979226c799e5c6c,numpy,24,0,0.0000,0.0000,0,dead,3042
numpy:4ee1ed5c0fa3a519c0e406e79b55f7bff0a3d360,numpy,16,0,0.0000,0.0000,0,dead,3043
numpy:ebe2cfb68586208bb096a575a603d00da5ee3887,numpy,16,0,0.0000,0.0000,0,dead,3044
numpy:a92c4a108bd9b2b14f306534ad3105ed76485572,numpy,16,0,0.0000,0.0000,0,dead,3045
numpy:90ddaa5f88cab3b9143877aa1bb78f80fc38a9ac,numpy,16,0,0.0000,0.0000,0,dead,3046
numpy:3435dd9881d84ba2b91faa478555a3c58e7921af,numpy,16,0,0.0000,0.0000,0,dead,3047
numpy:1a4d94357eb8d06930ad69309fda579a8caa6c57,numpy,16,0,0.0000,0.0000,0,dead,3048
numpy:ea1036cc11d74d7f2a795723f12ab28456e5ab62,numpy,16,0,0.0000,0.0000,0,dead,3049
numpy:11593aa176d491beb0cc5ffcc393956a5435a2bf,numpy,16,0,0.0000,0.0000,0,dead,3050
numpy:2aa0bf6973b709724624db8e8a51d8efbdeb5d22,numpy,8,0,0.0000,0.0000,0,dead,3051
numpy:0a00dc9d5a6c7ad87a8117bace5a6775b0d737df,numpy,8,0,0.0000,0.0000,0,dead,3052
numpy:b03c575834a68f3a8dad5e2974ccee7fa76003ac,numpy,8,0,0.0000,0.0000,0,dead,3053
numpy:7fbcc4eaf22a01ac3282179b49c6363485263fbf,numpy,8,0,0.0000,0.0000,0,dead,3054
numpy:84809accddc771d525319c227d78c0152b1f7874,numpy,8,0,0.0000,0.0000,0,dead,3055
numpy:088c565bd959e90b2cf3a0d0c5450d41b7830ca6,numpy,16,0,0.0000,0.0000,0,dead,3056
numpy:b3a66e88b005c4ca783c11e5d934451b7ca72477,numpy,16,0,0.0000,0.0000,0,dead,3057
numpy:59a7b250d4076d58c8b48bdf3800f2b1eac41e1b,numpy,16,0,0.0000,0.0000,0,dead,3058
numpy:e1ff6268a2e256bdb6cf6c06457456c7c4bd495d,numpy,16,0,0.0000,0.0000,0,dead,3059
numpy:02f33887b751d288ec2238143aa8048a74f731f2,numpy,16,0,0.0000,0.0000,0,dead,3060
numpy:24960daf3e326591047eb099af840da6e95d0910,numpy,16,0,0.0000,0.0000,0,dead,3061
numpy:576b48f00f0fe2a97a7b4dfde2a707d39e8ac099,numpy,16,0,0.0000,0.0000,0,dead,3062
numpy:8a81c08e777996b933fe4568ee5a6a0e01416faf,numpy,16,0,0.0000,0.0000,0,dead,3063
numpy:4ed1587a7de85b4fa01dff8ef6e0e901a25f149c,numpy,16,0,0.0000,0.0000,0,dead,3064
numpy:1837df75469d908c15434d97c15d9af4424ca897,numpy,16,0,0.0000,0.0000,0,dead,3065
numpy:52ff75bcf1085a34e9d86db3040944615c04e3d2,numpy,16,0,0.0000,0.0000,0,dead,3066
numpy:01fd010c6fd29a38b8013ba87c2fb89e8c4c7706,numpy,16,0,0.0000,0.0000,0,dead,3067
numpy:36ad0e43127240377692b9ca669db06c7fb153f7,numpy,16,0,0.0000,0.0000,0,dead,3068
numpy:24f1b3b7638377ce3474c459851db6a123c5da6f,numpy,16,0,0.0000,0.0000,0,dead,3069
numpy:235dbe1f9ea0955c0119f79a5c6614cd0268ef05,numpy,16,0,0.0000,0.0000,0,dead,3070
numpy:59fec4619403762a5d785ad83fcbde5a230416fc,numpy,8,0,0.0000,0.0000,0,dead,3071
numpy:d86e3fee3c9906ce0fad36520de86d9ac306cee8,numpy,8,0,0.0000,0.0000,0,dead,3072
numpy:3811083eee8d61548587f0d52286a08a7744d88f,numpy,16,0,0.0000,0.0000,0,dead,3073
numpy:494e96a87fb6e5a4789354482e95a6a1d10cb23f,numpy,16,0,0.0000,0.0000,0,dead,3074
numpy:537d35c2cf49cae0a496c37564fa282ec80e3695,numpy,16,0,0.0000,0.0000,0,dead,3075
numpy:c088383cb290ca064d456e89d79177a0e234cb8d,numpy,16,0,0.0000,0.0000,0,dead,3076
numpy:7ad33a22736ed12a41251be6aa6a6f413143a8c3,numpy,16,0,0.0000,0.0000,0,dead,3077
numpy:9babf6596876be7be02e823688a2b359756e27f3,numpy,16,0,0.0000,0.0000,0,dead,3078
numpy:b074b21c326ecaa6b6519fc7dfcf54fa4e4457af,numpy,16,0,0.0000,0.0000,0,dead,3079
numpy:20d6ca1bd0c23cf22880ea72ae7abb4b67d41894,numpy,16,0,0.0000,0.0000,0,dead,3080
numpy:f7f87596aee84daba42d90736af2eeb740eb14f7,numpy,16,0,0.0000,0.0000,0,dead,3081
numpy:7d0b3efe4b38fb5b5ba7367741b55d7655037ad0,numpy,16,0,0.0000,0.0000,0,dead,3082
numpy:26a02cd702d9ccfc48978dcf81c80225f324bf3b,numpy,16,0,0.0000,0.0000,0,dead,3083
numpy:88f8310d8c3049881f78883b70766867e9147177,numpy,16,0,0.0000,0.0000,0,dead,3084
numpy:04d2f0494f0fef2ede1461053b6cfc9bd37aaf2f,numpy,16,0,0.0000,0.0000,0,dead,3085
numpy:bce6492ba7b6e5d3c88eedbb0ea3e81174e5dc23,numpy,16,0,0.0000,0.0000,0,dead,3086
numpy:9a23f16b67958205468f7f5c4e0966f393558d9a,numpy,8,0,0.0000,0.0000,0,dead,3087
numpy:a6705ebf502504465047faee75fced6280a1231f,numpy,8,0,0.0000,0.0000,0,dead,3088
numpy:2144aa713b607a5f0592525d9b36adca332e9d51,numpy,8,0,0.0000,0.0000,0,dead,3089
numpy:075859216fae0509c52a54cb5c96c217f23026ca,numpy,8,0,0.0000,0.0000,0,dead,3090
orange3:fde224fac6f52eb8694894033a03f10e769d9283,orange3,16,8,0.5000,0.9922,1,learnable,27
orange3:dc24036876a4b48546c5c1a010a7d5e256167ede,orange3,24,12,0.5000,0.9922,1,learnable,28
orange3:b33a9ce6e308ea0d4e720a11e9218c7228005c7a,orange3,24,12,0.5000,0.9922,1,learnable,29
orange3:f961edaeed8ada5ce32fcb8b737100e00a7782da,orange3,16,8,0.5000,0.9922,1,learnable,30
orange3:f1e88084fc4fbe4194696109e44a5e2febb7d5d6,orange3,24,12,0.5000,0.9922,1,learnable,31
orange3:fcf24c6b45b9042cb1cbb00419bc71383b714ea5,orange3,8,4,0.5000,0.9922,1,learnable,32
orange3:0cefc175f4e7facac38eba0bfd6b4c6ef1a29ddd,orange3,8,4,0.5000,0.9922,1,learnable,33
orange3:6061f2da1073d58ddc0fc946daba26030d9f0e2f,orange3,8,4,0.5000,0.9922,1,learnable,34
orange3:97e9b719ef9942896e94f59d9cb3c01dc14702db,orange3,8,4,0.5000,0.9922,1,learnable,35
orange3:cd67c66c5c073fda9df32080794791606154321b,orange3,24,11,0.4583,0.9906,1,learnable,181
orange3:218c82ce067c75e98e62d718f6e2eb1f55a6b9c0,orange3,24,11,0.4583,0.9906,1,learnable,182
orange3:a8d53f3c625bd2b6698ddd210a2ef790825d993a,orange3,24,11,0.4583,0.9906,1,learnable,183
orange3:127e1340a571417fd116d3256a12e85c0b158485,orange3,24,11,0.4583,0.9906,1,learnable,184
orange3:08da18a26f7f48f79e9a928c36847d869059614f,orange3,24,11,0.4583,0.9906,1,learnable,185
orange3:44af12fce66d4da7c728a03ec56ff93ea820331f,orange3,24,11,0.4583,0.9906,1,learnable,186
orange3:03cbf86eae6dc470698eab26351b752669000651,orange3,24,11,0.4583,0.9906,1,learnable,187
orange3:dd84366eca09cf0348884fb9354f12658f4be676,orange3,24,11,0.4583,0.9906,1,learnable,188
orange3:b310fb72cb00131f55cb98daf68082e63d3f655a,orange3,16,9,0.5625,0.9886,1,learnable,237
orange3:3863320bff46e08822743783abb3f02cc22c956d,orange3,16,7,0.4375,0.9886,1,learnable,238
orange3:9b95c177f454e5e4477ae73037275c0a194624de,orange3,16,7,0.4375,0.9886,1,learnable,239
orange3:d07762d74208b9cda8e1b263d03133c68158d9b6,orange3,24,10,0.4167,0.9857,1,learnable,312
orange3:8ccdd2a5e4ea976967de9284013df525468ad68f,orange3,24,10,0.4167,0.9857,1,learnable,313
orange3:683a82db73d5efcb9617ddb9db13fa08fab56f13,orange3,24,10,0.4167,0.9857,1,learnable,314
orange3:1725baa9d30f2d91485462e2c4a458dc4cd99931,orange3,24,10,0.4167,0.9857,1,learnable,315
orange3:ee0ebe7899376bce25e28488442a0d7009c2fdf7,orange3,24,10,0.4167,0.9857,1,learnable,316
orange3:1c3c00f0bc34645bffc33a3d23caa7cbd930b822,orange3,24,10,0.4167,0.9857,1,learnable,317
orange3:2b857a37ba363b0472d2666ca8f77e3f9b70601a,orange3,24,10,0.4167,0.9857,1,learnable,318
orange3:1a916d7bffde022f04cc4547d35adda82484d151,orange3,8,5,0.6250,0.9763,1,learnable,467
orange3:8bbf987f017642eaf6b116d1f3d34572c6984e0c,orange3,8,5,0.6250,0.9763,1,learnable,468
orange3:493d5b5577ae0b228e9528ab29ade4ef82fa5b96,orange3,24,15,0.6250,0.9763,1,learnable,469
orange3:62e2f3413b7790ce2154b377509b676bf3e7e972,orange3,24,15,0.6250,0.9763,1,learnable,470
orange3:cc2c259d738828a09996a3e7df520b39e6d979af,orange3,16,10,0.6250,0.9763,1,learnable,471
orange3:1d5c28890a282f962a1ba22b7ff2450d2388b7a6,orange3,24,15,0.6250,0.9763,1,learnable,472
orange3:31ba74a8dfced4ac48fe6f9c7fb9a2877d2e134d,orange3,16,10,0.6250,0.9763,1,learnable,473
orange3:6722bb8af9aafce143effcc202e7a4d780cd750e,orange3,24,15,0.6250,0.9763,1,learnable,474
orange3:7904e74accb18fda41d895361fad7cf3412359a7,orange3,8,5,0.6250,0.9763,1,learnable,475
orange3:99bbe6ffabd298be4ec5903fddc14fc128997ebb,orange3,24,15,0.6250,0.9763,1,learnable,476
orange3:9c99847c3962d222ed179d38b3c22a98c8d6f2c6,orange3,8,5,0.6250,0.9763,1,learnable,477
orange3:1a9c4b531e63bbdf5777895ed406c5441453dd69,orange3,16,10,0.6250,0.9763,1,learnable,478
orange3:39cdce60dc81c3b8524e578c34d17eab61d02fe5,orange3,24,9,0.3750,0.9763,1,learnable,479
orange3:d545b386cf695819000b5cdb412eb4021b3bb3a8,orange3,24,9,0.3750,0.9763,1,learnable,480
orange3:3f4c7866c7cadc75625654f155fd6b039c7d853f,orange3,24,9,0.3750,0.9763,1,learnable,481
orange3:b7c4d0d7debeda3e6760e3e4596e4eabf4366428,orange3,24,9,0.3750,0.9763,1,learnable,482
orange3:4b03401ac36061e32db14c22c10a1cbc9201bfb3,orange3,24,9,0.3750,0.9763,1,learnable,483
orange3:5d83588c15c96200008fdbf52fabbf2b207b072d,orange3,16,6,0.3750,0.9763,1,learnable,484
orange3:e432eec88d904ac56ffdc72ff621539f0fdb1389,orange3,8,3,0.3750,0.9763,1,learnable,485
orange3:df1cdb5474534057db3bffe740646056e98c69a2,orange3,16,6,0.3750,0.9763,1,learnable,486
orange3:8fbfa2c6ef85bd3e4b2b044e6ac574f7e133de99,orange3,24,16,0.6667,0.9608,1,learnable,649
orange3:0a6165d66f8af425dbe6121676e8686d39c39dbf,orange3,24,16,0.6667,0.9608,1,learnable,650
orange3:b5c62e0ffdb180e11f8e307a600afe1b97552f1d,orange3,24,16,0.6667,0.9608,1,learnable,651
orange3:7e3f1c0e53508cbc7945fc445d18825a10b2fa80,orange3,24,16,0.6667,0.9608,1,learnable,652
orange3:b70b11e928b5316778f54e99189432644ddec87a,orange3,24,8,0.3333,0.9608,1,learnable,720
orange3:856a5b73b40ec8fb25240fa89583fcb08e25c589,orange3,24,8,0.3333,0.9608,1,learnable,721
orange3:3d137078b2b5cafcaa1ab510bf03a6f70ed240b0,orange3,24,8,0.3333,0.9608,1,learnable,722
orange3:c3fb72ba464880e0354cf33f8b3d3773865c2bf6,orange3,24,8,0.3333,0.9608,1,learnable,723
orange3:2a26d05da51dbdad63acf99387a9796491d13eed,orange3,24,8,0.3333,0.9608,1,learnable,724
orange3:5357f43a3929e36919b4279c4b5156967fa4d300,orange3,16,11,0.6875,0.9500,1,learnable,793
orange3:7821364313bb56106810bd380b89b43678f316e3,orange3,16,11,0.6875,0.9500,1,learnable,794
orange3:182f994e83259067d7526604a4e8b613edca030d,orange3,16,5,0.3125,0.9500,1,learnable,795
orange3:7765af8baf63d586fd7ac467fdcdfcd489be45af,orange3,16,5,0.3125,0.9500,1,learnable,796
orange3:0d04d81360a5865a6aaa84f46c8fc689cf94cb5c,orange3,16,5,0.3125,0.9500,1,learnable,797
orange3:62a7605ba4c08db89703838ec9e767cc400a7a1a,orange3,24,17,0.7083,0.9366,1,learnable,885
orange3:6fec5d696e97427d881a8cc73685131440c336c7,orange3,24,17,0.7083,0.9366,1,learnable,886
orange3:d526718b8504fd59a2ec1ce8ab1d7c3a3636bf06,orange3,24,17,0.7083,0.9366,1,learnable,887
orange3:71b790662cfb5c712be16c067060eaddc671b034,orange3,24,17,0.7083,0.9366,1,learnable,888
orange3:e452e4dc402daaac0b6ba288cc962de6b959c14f,orange3,24,17,0.7083,0.9366,1,learnable,889
orange3:ee4dd2c9e3dba0d5e65a79adb4442cab7a50760b,orange3,24,7,0.2917,0.9366,1,learnable,890
orange3:221f981ef0324c3101b02e9bab6aef48201fdf5b,orange3,24,7,0.2917,0.9366,1,learnable,891
orange3:32b2bd473dc9e4583bd64f3e21502189917ee135,orange3,24,7,0.2917,0.9366,1,learnable,892
orange3:ad202ae0d526f208bfde4ed9ef47190f078be7de,orange3,24,7,0.2917,0.9366,1,learnable,893
orange3:db4e7ce12ef37464e732ee9670207d2d04f7389c,orange3,24,7,0.2917,0.9366,1,learnable,894
orange3:8e8c8da6053b0e55b351a42b2297cd5e2f48c6df,orange3,24,7,0.2917,0.9366,1,learnable,895
orange3:65b195a8a1f18858c0412407782dbaa48a1f6795,orange3,24,18,0.7500,0.8999,1,learnable,1056
orange3:1d1299dd5768eddabb67c94397415b2e9196962c,orange3,24,18,0.7500,0.8999,1,learnable,1057
orange3:964b6197e76ac970065bbc40485e28dbd963d62f,orange3,24,18,0.7500,0.8999,1,learnable,1058
orange3:6f25bda8b12b96cee12c6d485a8967e91df61676,orange3,24,18,0.7500,0.8999,1,learnable,1059
orange3:9b2e5b0fcbe31ee08fb5506dc1dadbd48c5b290f,orange3,24,18,0.7500,0.8999,1,learnable,1060
orange3:b9ce54b781971121071be45095894314271087fa,orange3,24,18,0.7500,0.8999,1,learnable,1061
orange3:c0f8a6739223b049f28176675dc72f5bdbc49827,orange3,24,18,0.7500,0.8999,1,learnable,1062
orange3:32eec7b570cabbaea58e535665f1176903300969,orange3,8,6,0.7500,0.8999,1,learnable,1063
orange3:d5ac697dfc124344b15b64b56f1867bd0a31d6f7,orange3,24,6,0.2500,0.8999,1,learnable,1064
orange3:3be8d0eba7cc2f9704d65ea76938b63d3a57ca0e,orange3,16,4,0.2500,0.8999,1,learnable,1065
orange3:1d80036fd7b1d4091e8bdd814336e0dc26e81d57,orange3,24,6,0.2500,0.8999,1,learnable,1066
orange3:918508b33a9c50779e9f4b78ba465fce298f5f72,orange3,8,2,0.2500,0.8999,1,learnable,1067
orange3:af6bdc13aac55bdb380b0fc930deec0d0785d8d4,orange3,24,6,0.2500,0.8999,1,learnable,1068
orange3:79b3ccde29f928066fcf6df9f92054176eb0838c,orange3,24,6,0.2500,0.8999,1,learnable,1069
orange3:84acb936f40a40a1f21775becc5566902b8fa4d2,orange3,16,4,0.2500,0.8999,1,learnable,1070
orange3:7356c5dd3676eea580c4f2e9e87974efa64bbc60,orange3,16,4,0.2500,0.8999,1,learnable,1071
orange3:7c74e8a72032a42b2113d89d72d477974bd0dea2,orange3,8,2,0.2500,0.8999,1,learnable,1072
orange3:70d2572a2df07dd096cbc63ee572267dd6b6a7cf,orange3,24,5,0.2083,0.8457,1,learnable,1263
orange3:ab6801d3dd20440f5948c1f2e91e8c6f775e5546,orange3,24,5,0.2083,0.8457,1,learnable,1264
orange3:4467fb9e92458535134d55c593f698dfff2fadfd,orange3,24,5,0.2083,0.8457,1,learnable,1265
orange3:977b6d85fab32793cf881979cd7af581eb146b3d,orange3,24,5,0.2083,0.8457,1,learnable,1266
orange3:24e98ef443441299c99096656755a46610c4c39f,orange3,24,5,0.2083,0.8457,1,learnable,1267
orange3:14d74d03fa52061c2c5a097fdb67cfdd18bd1284,orange3,24,5,0.2083,0.8457,1,learnable,1268
orange3:8d9988d7ced95454dee34235c1ede142c8de9bff,orange3,24,5,0.2083,0.8457,1,learnable,1269
orange3:50319561059818fcb3971696ad93a1021f22fdbb,orange3,24,5,0.2083,0.8457,1,learnable,1270
orange3:76a3d28b2923666534e1fea9dc03d6b3a1da0c06,orange3,24,19,0.7917,0.8457,1,learnable,1334
orange3:6c742f75b95cee79c48855700459e7c4d82428da,orange3,24,19,0.7917,0.8457,1,learnable,1335
orange3:44522710a9d3f7621dc1f3c04c2842276561b215,orange3,24,19,0.7917,0.8457,1,learnable,1336
orange3:ef5a39c97efc73424c56aeed725e3a61f0c5731e,orange3,24,19,0.7917,0.8457,1,learnable,1337
orange3:2c29c7a711cebfe33c8d378571546d7f88df7c61,orange3,24,19,0.7917,0.8457,1,learnable,1338
orange3:627803ed9f66bc4e593fbeaaf0ef17e92295a439,orange3,24,19,0.7917,0.8457,1,learnable,1339
orange3:8d3f8998b2a09a2e27c32941d8f226e4377c340d,orange3,24,19,0.7917,0.8457,1,learnable,1340
orange3:6aaad1c92dc042cfe0ad6c72e5afd15ecf8aea4a,orange3,24,19,0.7917,0.8457,1,learnable,1341
orange3:7d41eb6f16f564aee4251787ca5c556230776158,orange3,24,19,0.7917,0.8457,1,learnable,1342
orange3:93036825bae2e056304e50a452448efe2898bd24,orange3,24,19,0.7917,0.8457,1,learnable,1343
orange3:f622c56f10d28410b0fd323417ee2800b37cb6e2,orange3,24,19,0.7917,0.8457,1,learnable,1344
orange3:7971349a379fb1a77654476e5ee569e0fe7b9aaa,orange3,16,13,0.8125,0.8101,1,learnable,1422
orange3:194572b56c85790a46d2f65c3280ff2d9e1e4173,orange3,16,13,0.8125,0.8101,1,learnable,1423
orange3:41e015e4bc1bd1c2c65955d53150c4128979275b,orange3,16,13,0.8125,0.8101,1,learnable,1424
orange3:41413add942f1754ceb73b28618bc61441ceb3fc,orange3,16,3,0.1875,0.8101,1,learnable,1425
